場所名稱,場所區域,場所地址,場所LAT,場所LNG,AED放置地點,AED地點描述,周一至周五起,周一至周五迄,周六起,周六迄,周日起,周日迄,開放使用時間備註,管理員姓名,連絡電話,開放時間緊急連絡電話,管理員AED訓練,AED廠牌,AED型號,AED序號,AED廠牌照片,AED場所位置照片1,AED場所位置照片2,AED場所位置照片3,AED場所位置照片4,AED場所位置照片5,AED場所位置照片6,AED場所位置照片7
總兵署,金城鎮,浯江街53號,24.432216,118.318248,遊客中心,總兵署遊客服務中心內,08:30,21:00,08:30,21:00,08:30,21:00,,汪宗亮,0910655942,082-318823,Y,PHILIPS,HS1,A14D-04606,https://github.com/biglan-1234/googlemap/blob/master/AED%E5%BB%A0%E7%89%8C%E7%85%A7%E7%89%87/PHILIPS%20HS1.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%874/%E7%B8%BD%E5%85%B5%E7%BD%B2/1.JPG?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%874/%E7%B8%BD%E5%85%B5%E7%BD%B2/2.JPG?raw=true,,,,,
莒光樓,金城鎮,賢城路1號,24.423580,118.319061,莒光樓1樓,莒光樓,08:00,21:30,08:00,21:30,08:00,21:30,,汪宗亮,0910655942,082-325632,Y,PHILIPS,HS1,A14D-04525,https://github.com/biglan-1234/googlemap/blob/master/AED%E5%BB%A0%E7%89%8C%E7%85%A7%E7%89%87/PHILIPS%20HS1.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%874/%E8%8E%92%E5%85%89%E6%A8%93/1.JPG?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%874/%E8%8E%92%E5%85%89%E6%A8%93/2.JPG?raw=true,,,,,
金城民防坑道入口,金城鎮,民生路7號2樓,24.433794,118.319935,遊客中心,金城民防坑道入口遊客中心,09:00,20:00,09:00,20:00,09:00,20:00,,汪宗亮,0910655942,082-321547,Y,PHILIPS,HS1,A14D-04601,https://github.com/biglan-1234/googlemap/blob/master/AED%E5%BB%A0%E7%89%8C%E7%85%A7%E7%89%87/PHILIPS%20HS1.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%873/%E9%87%91%E5%9F%8E%E6%B0%91%E9%98%B2%E5%9D%91%E9%81%93%E5%85%A5%E5%8F%A3/1.JPG?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%873/%E9%87%91%E5%9F%8E%E6%B0%91%E9%98%B2%E5%9D%91%E9%81%93%E5%85%A5%E5%8F%A3/2.JPG?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%873/%E9%87%91%E5%9F%8E%E6%B0%91%E9%98%B2%E5%9D%91%E9%81%93%E5%85%A5%E5%8F%A3/3.JPG?raw=true,,,,
金城民防坑道出口,金城鎮,民生路7號2樓,24.433794,118.319935,遊客中心,金城民防坑道出口服務台,09:00,20:00,09:00,20:00,09:00,20:00,,汪宗亮,0910655942,082-372219,Y,PHILIPS,HS1,A14D-04346,https://github.com/biglan-1234/googlemap/blob/master/AED%E5%BB%A0%E7%89%8C%E7%85%A7%E7%89%87/PHILIPS%20HS1.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%873/%E9%87%91%E5%9F%8E%E6%B0%91%E9%98%B2%E5%9D%91%E9%81%93%E5%87%BA%E5%8F%A3/1.JPG?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%873/%E9%87%91%E5%9F%8E%E6%B0%91%E9%98%B2%E5%9D%91%E9%81%93%E5%87%BA%E5%8F%A3/2.JPG?raw=true,,,,,
金門縣政府觀光處,金城鎮,民生路7號5樓,24.433040,118.320213,5樓辦公室,民生大樓5樓(金城車站),09:00,17:00,,,,,,汪宗亮,082-322879,082-322879,N,PHILIPS,HS1,A14F-00436,https://github.com/biglan-1234/googlemap/blob/master/AED%E5%BB%A0%E7%89%8C%E7%85%A7%E7%89%87/PHILIPS%20HS1.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%873/%E9%87%91%E9%96%80%E7%B8%A3%E6%94%BF%E5%BA%9C%E8%A7%80%E5%85%89%E8%99%95/1.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%873/%E9%87%91%E9%96%80%E7%B8%A3%E6%94%BF%E5%BA%9C%E8%A7%80%E5%85%89%E8%99%95/2.JPG?raw=true,,,,,
金門縣大膽島,烈嶼鎮,大膽1號,24.384821,118.176026,旅遊服務中心,金門縣烈嶼鄉大膽島1號,09:00,17:00,,,,,,汪宗亮,082-322879,0963456772,N,PHILIPS,HS1,A14F-00011,https://github.com/biglan-1234/googlemap/blob/master/AED%E5%BB%A0%E7%89%8C%E7%85%A7%E7%89%87/PHILIPS%20HS1.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%872/%E9%87%91%E9%96%80%E7%B8%A3%E5%A4%A7%E8%86%BD%E5%B3%B6/1.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%872/%E9%87%91%E9%96%80%E7%B8%A3%E5%A4%A7%E8%86%BD%E5%B3%B6/2.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%872/%E9%87%91%E9%96%80%E7%B8%A3%E5%A4%A7%E8%86%BD%E5%B3%B6/3.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%872/%E9%87%91%E9%96%80%E7%B8%A3%E5%A4%A7%E8%86%BD%E5%B3%B6/4.jpg?raw=true,,,
金門縣后湖海濱遊憩區,金寧鎮,東湖路底,24.416087,118.344727,救生站,后湖救生站1F,10:00,17:00,,,,,,汪宗亮,082-322879,0910655942,N,PHILIPS,HS1,A14D-04269,https://github.com/biglan-1234/googlemap/blob/master/AED%E5%BB%A0%E7%89%8C%E7%85%A7%E7%89%87/PHILIPS%20HS1.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%872/%E9%87%91%E9%96%80%E7%B8%A3%E5%90%8E%E6%B9%96%E6%B5%B7%E6%BF%B1%E9%81%8A%E6%86%A9%E5%8D%80/1.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%872/%E9%87%91%E9%96%80%E7%B8%A3%E5%90%8E%E6%B9%96%E6%B5%B7%E6%BF%B1%E9%81%8A%E6%86%A9%E5%8D%80/2.JPG?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%872/%E9%87%91%E9%96%80%E7%B8%A3%E5%90%8E%E6%B9%96%E6%B5%B7%E6%BF%B1%E9%81%8A%E6%86%A9%E5%8D%80/3.JPG?raw=true,,,,
金門縣后湖海濱遊憩區,金寧鎮,東湖路底,24.416976,118.344437,旅遊服務中心,后湖旅遊服務中心,10:00,17:00,,,,,,汪宗亮,082-322879,082-322879,N,PHILIPS,HS1,A14D-04451,https://github.com/biglan-1234/googlemap/blob/master/AED%E5%BB%A0%E7%89%8C%E7%85%A7%E7%89%87/PHILIPS%20HS1.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%872/%E9%87%91%E9%96%80%E7%B8%A3%E5%90%8E%E6%B9%96%E6%B5%B7%E6%BF%B1%E9%81%8A%E6%86%A9%E5%8D%80%20%E6%97%85%E9%81%8A%E6%9C%8D%E5%8B%99%E4%B8%AD%E5%BF%83/1.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%872/%E9%87%91%E9%96%80%E7%B8%A3%E5%90%8E%E6%B9%96%E6%B5%B7%E6%BF%B1%E9%81%8A%E6%86%A9%E5%8D%80%20%E6%97%85%E9%81%8A%E6%9C%8D%E5%8B%99%E4%B8%AD%E5%BF%83/2.JPG?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%872/%E9%87%91%E9%96%80%E7%B8%A3%E5%90%8E%E6%B9%96%E6%B5%B7%E6%BF%B1%E9%81%8A%E6%86%A9%E5%8D%80%20%E6%97%85%E9%81%8A%E6%9C%8D%E5%8B%99%E4%B8%AD%E5%BF%83/3.JPG?raw=true,,,,
西洪營區,金湖鎮,西洪營區,24.441182,118.432285,遊客中心,西洪營區遊客中心內,09:00,17:00,,,,,,汪宗亮,082-322879,0963456772,N,PHILIPS,HS1,A14D-04254,https://github.com/biglan-1234/googlemap/blob/master/AED%E5%BB%A0%E7%89%8C%E7%85%A7%E7%89%87/PHILIPS%20HS1.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%871/%E8%A5%BF%E6%B4%AA%E7%87%9F%E5%8D%80/1.JPG?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%871/%E8%A5%BF%E6%B4%AA%E7%87%9F%E5%8D%80/2.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%871/%E8%A5%BF%E6%B4%AA%E7%87%9F%E5%8D%80/3.JPG?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%871/%E8%A5%BF%E6%B4%AA%E7%87%9F%E5%8D%80/4.JPG?raw=true,,,
西洪營區,金湖鎮,西洪營區,24.441465,118.432510,宿舍區,西洪營區宿舍門口旁,09:00,17:00,,,,,,汪宗亮,082-322879,0963456772,N,PHILIPS,HS1,A14D-04729,https://github.com/biglan-1234/googlemap/blob/master/AED%E5%BB%A0%E7%89%8C%E7%85%A7%E7%89%87/PHILIPS%20HS1.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%871/%E8%A5%BF%E6%B4%AA%E7%87%9F%E5%8D%80%20%E5%AE%BF%E8%88%8D%E5%8D%80/1.JPG?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%871/%E8%A5%BF%E6%B4%AA%E7%87%9F%E5%8D%80%20%E5%AE%BF%E8%88%8D%E5%8D%80/2.JPG?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%871/%E8%A5%BF%E6%B4%AA%E7%87%9F%E5%8D%80%20%E5%AE%BF%E8%88%8D%E5%8D%80/3.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%871/%E8%A5%BF%E6%B4%AA%E7%87%9F%E5%8D%80%20%E5%AE%BF%E8%88%8D%E5%8D%80/4.JPG?raw=true,,,
金門縣金寧鄉金鼎國民小學,金寧鎮,下堡123號,24.448009,118.337578,辦公室前,辦公室前,08:00,17:00,,,,,,許寓涵,082-325700,082-325700,Y,PHILIPS,FRX,B16B-01131,https://github.com/biglan-1234/googlemap/blob/master/AED%E5%BB%A0%E7%89%8C%E7%85%A7%E7%89%87/PHILIPS%20FRX.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%873/%E9%87%91%E9%96%80%E7%B8%A3%E9%87%91%E5%AF%A7%E9%84%89%E9%87%91%E9%BC%8E%E5%9C%8B%E6%B0%91%E5%B0%8F%E5%AD%B8/1.JPG?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%873/%E9%87%91%E9%96%80%E7%B8%A3%E9%87%91%E5%AF%A7%E9%84%89%E9%87%91%E9%BC%8E%E5%9C%8B%E6%B0%91%E5%B0%8F%E5%AD%B8/2.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%873/%E9%87%91%E9%96%80%E7%B8%A3%E9%87%91%E5%AF%A7%E9%84%89%E9%87%91%E9%BC%8E%E5%9C%8B%E6%B0%91%E5%B0%8F%E5%AD%B8/3.JPG?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%873/%E9%87%91%E9%96%80%E7%B8%A3%E9%87%91%E5%AF%A7%E9%84%89%E9%87%91%E9%BC%8E%E5%9C%8B%E6%B0%91%E5%B0%8F%E5%AD%B8/4.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%873/%E9%87%91%E9%96%80%E7%B8%A3%E9%87%91%E5%AF%A7%E9%84%89%E9%87%91%E9%BC%8E%E5%9C%8B%E6%B0%91%E5%B0%8F%E5%AD%B8/5.jpg?raw=true,,
金門縣金湖鎮多年國民小學,金湖鎮,環島東路四段600號,24.448684,118.452708,金門縣金湖鎮多年國民小學,金門縣金湖鎮多年國民小學,07:00,17:00,07:00,17:00,07:00,17:00,上班日,呂慧琳,082-332470轉30,082-332470,Y,PHILIPS,FRX,B16B-01004,https://github.com/biglan-1234/googlemap/blob/master/AED%E5%BB%A0%E7%89%8C%E7%85%A7%E7%89%87/PHILIPS%20FRX.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%873/%E9%87%91%E9%96%80%E7%B8%A3%E9%87%91%E6%B9%96%E9%8E%AE%E5%A4%9A%E5%B9%B4%E5%9C%8B%E6%B0%91%E5%B0%8F%E5%AD%B8/1.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%873/%E9%87%91%E9%96%80%E7%B8%A3%E9%87%91%E6%B9%96%E9%8E%AE%E5%A4%9A%E5%B9%B4%E5%9C%8B%E6%B0%91%E5%B0%8F%E5%AD%B8/2.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%873/%E9%87%91%E9%96%80%E7%B8%A3%E9%87%91%E6%B9%96%E9%8E%AE%E5%A4%9A%E5%B9%B4%E5%9C%8B%E6%B0%91%E5%B0%8F%E5%AD%B8/3.jpg?raw=true,,,,
金門縣金城鎮賢庵國民小學垵湖分校,金寧鎮,后湖87號,24.417386,118.343595,辦公室外,辦公室外,08:00,16:00,,,,,,林怡君,082-325463,082326425,Y,PHILIPS,FRX,B16B-01045,https://github.com/biglan-1234/googlemap/blob/master/AED%E5%BB%A0%E7%89%8C%E7%85%A7%E7%89%87/PHILIPS%20FRX.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%872/%E9%87%91%E9%96%80%E7%B8%A3%E9%87%91%E5%9F%8E%E9%8E%AE%E8%B3%A2%E5%BA%B5%E5%9C%8B%E6%B0%91%E5%B0%8F%E5%AD%B8%E5%9E%B5%E6%B9%96%E5%88%86%E6%A0%A1/1.JPG?raw=true,,,,,,
金門縣立金城國民中小學,金城鎮,民權路32號,24.432032,118.313595,勵學樓,城中勵學樓一樓學務處前飲水機旁,08:00,17:00,,,,,,梁蓉娟,082-325454-309,082-325454,Y,PHILIPS,FRX,B16B-01008,https://github.com/biglan-1234/googlemap/blob/master/AED%E5%BB%A0%E7%89%8C%E7%85%A7%E7%89%87/PHILIPS%20FRX.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%872/%E9%87%91%E9%96%80%E7%B8%A3%E7%AB%8B%E9%87%91%E5%9F%8E%E5%9C%8B%E6%B0%91%E4%B8%AD%E5%B0%8F%E5%AD%B8/1.png?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%872/%E9%87%91%E9%96%80%E7%B8%A3%E7%AB%8B%E9%87%91%E5%9F%8E%E5%9C%8B%E6%B0%91%E4%B8%AD%E5%B0%8F%E5%AD%B8/2.png?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%872/%E9%87%91%E9%96%80%E7%B8%A3%E7%AB%8B%E9%87%91%E5%9F%8E%E5%9C%8B%E6%B0%91%E4%B8%AD%E5%B0%8F%E5%AD%B8/3.png?raw=true,,,,
金門縣金寧鄉古寧國民小學,金寧鎮,古寧村北山一號,24.456577,118.305852,金門縣金寧鄉古寧國民小學,川堂,10:54,,,,,,,林玉湘,082325750#26,082325750#26,Y,PHILIPS,FRX,B16B-01039,https://github.com/biglan-1234/googlemap/blob/master/AED%E5%BB%A0%E7%89%8C%E7%85%A7%E7%89%87/PHILIPS%20FRX.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%873/%E9%87%91%E9%96%80%E7%B8%A3%E9%87%91%E5%AF%A7%E9%84%89%E5%8F%A4%E5%AF%A7%E5%9C%8B%E6%B0%91%E5%B0%8F%E5%AD%B8/1.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%873/%E9%87%91%E9%96%80%E7%B8%A3%E9%87%91%E5%AF%A7%E9%84%89%E5%8F%A4%E5%AF%A7%E5%9C%8B%E6%B0%91%E5%B0%8F%E5%AD%B8/2.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%873/%E9%87%91%E9%96%80%E7%B8%A3%E9%87%91%E5%AF%A7%E9%84%89%E5%8F%A4%E5%AF%A7%E5%9C%8B%E6%B0%91%E5%B0%8F%E5%AD%B8/3.jpg?raw=true,,,,
金門縣金沙鎮安瀾國民小學,金沙鎮,碧山81號,24.486140,118.443533,活動中心,活動中心,00:00,23:59,00:00,23:59,00:00,23:59,,楊琇琬,082-352861,082-352861,Y,PHILIPS,FRX,B16B-01006,https://github.com/biglan-1234/googlemap/blob/master/AED%E5%BB%A0%E7%89%8C%E7%85%A7%E7%89%87/PHILIPS%20FRX.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%872/%E9%87%91%E9%96%80%E7%B8%A3%E9%87%91%E6%B2%99%E9%8E%AE%E5%AE%89%E7%80%BE%E5%9C%8B%E6%B0%91%E5%B0%8F%E5%AD%B8/1.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%872/%E9%87%91%E9%96%80%E7%B8%A3%E9%87%91%E6%B2%99%E9%8E%AE%E5%AE%89%E7%80%BE%E5%9C%8B%E6%B0%91%E5%B0%8F%E5%AD%B8/2.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%872/%E9%87%91%E9%96%80%E7%B8%A3%E9%87%91%E6%B2%99%E9%8E%AE%E5%AE%89%E7%80%BE%E5%9C%8B%E6%B0%91%E5%B0%8F%E5%AD%B8/3.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%872/%E9%87%91%E9%96%80%E7%B8%A3%E9%87%91%E6%B2%99%E9%8E%AE%E5%AE%89%E7%80%BE%E5%9C%8B%E6%B0%91%E5%B0%8F%E5%AD%B8/4.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%872/%E9%87%91%E9%96%80%E7%B8%A3%E9%87%91%E6%B2%99%E9%8E%AE%E5%AE%89%E7%80%BE%E5%9C%8B%E6%B0%91%E5%B0%8F%E5%AD%B8/5.jpg?raw=true,,
金門縣金湖鎮柏村國民小學,金湖鎮,料羅新塘10號,24.437691,118.427993,辦公廳休息室外走廊,辦公廳休息室外走廊,,,,,,,24H,楊俐萱,082-332465#13,082-332465,,PHILIPS,FRX,B16B-01064,https://github.com/biglan-1234/googlemap/blob/master/AED%E5%BB%A0%E7%89%8C%E7%85%A7%E7%89%87/PHILIPS%20FRX.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%873/%E9%87%91%E9%96%80%E7%B8%A3%E9%87%91%E6%B9%96%E9%8E%AE%E6%9F%8F%E6%9D%91%E5%9C%8B%E6%B0%91%E5%B0%8F%E5%AD%B8/1.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%873/%E9%87%91%E9%96%80%E7%B8%A3%E9%87%91%E6%B9%96%E9%8E%AE%E6%9F%8F%E6%9D%91%E5%9C%8B%E6%B0%91%E5%B0%8F%E5%AD%B8/2.jpg?raw=true,,,,,
金門縣金沙鎮何浦國小,金沙鎮,浦山里下塘頭39號,24.478209,118.395431,學校會議室前走廊,學校中棟大樓會議室前走廊,,,,,,,全日開放,洪慧玲,082-352455轉205,082-352455,Y,PHILIPS,FRX,B16B-00384,https://github.com/biglan-1234/googlemap/blob/master/AED%E5%BB%A0%E7%89%8C%E7%85%A7%E7%89%87/PHILIPS%20FRX.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%872/%E9%87%91%E9%96%80%E7%B8%A3%E9%87%91%E6%B2%99%E9%8E%AE%E4%BD%95%E6%B5%A6%E5%9C%8B%E5%B0%8F/1.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%872/%E9%87%91%E9%96%80%E7%B8%A3%E9%87%91%E6%B2%99%E9%8E%AE%E4%BD%95%E6%B5%A6%E5%9C%8B%E5%B0%8F/2.JPG?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%872/%E9%87%91%E9%96%80%E7%B8%A3%E9%87%91%E6%B2%99%E9%8E%AE%E4%BD%95%E6%B5%A6%E5%9C%8B%E5%B0%8F/3.JPG?raw=true,,,,
金門縣金沙國民小學,金沙鎮,后埔頭117號,24.476369,118.424978,敦品樓1樓,校長室前公共電話間外牆,07:00,18:00,07:00,18:00,07:00,18:00,,施美伶,082-352569-117,082-352569-104,Y,PHILIPS,FRX,B16B-01066,https://github.com/biglan-1234/googlemap/blob/master/AED%E5%BB%A0%E7%89%8C%E7%85%A7%E7%89%87/PHILIPS%20FRX.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%872/%E9%87%91%E9%96%80%E7%B8%A3%E9%87%91%E6%B2%99%E5%9C%8B%E6%B0%91%E5%B0%8F%E5%AD%B8/1.JPG?raw=true,,,,,,
金門縣立湖埔國民小學,金寧鎮,湖埔村湖下196號,24.456950,118.308615,湖埔國小,湖埔國小辦公室前,00:00,23:59,00:00,23:59,00:00,23:59,全日開放,ntptcfhh@gmail.com,0937397687,082-326424,,PHILIPS,FRX,B16B-01012,https://github.com/biglan-1234/googlemap/blob/master/AED%E5%BB%A0%E7%89%8C%E7%85%A7%E7%89%87/PHILIPS%20FRX.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%872/%E9%87%91%E9%96%80%E7%B8%A3%E7%AB%8B%E6%B9%96%E5%9F%94%E5%9C%8B%E6%B0%91%E5%B0%8F%E5%AD%B8/1.png?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%872/%E9%87%91%E9%96%80%E7%B8%A3%E7%AB%8B%E6%B9%96%E5%9F%94%E5%9C%8B%E6%B0%91%E5%B0%8F%E5%AD%B8/2.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%872/%E9%87%91%E9%96%80%E7%B8%A3%E7%AB%8B%E6%B9%96%E5%9F%94%E5%9C%8B%E6%B0%91%E5%B0%8F%E5%AD%B8/3.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%872/%E9%87%91%E9%96%80%E7%B8%A3%E7%AB%8B%E6%B9%96%E5%9F%94%E5%9C%8B%E6%B0%91%E5%B0%8F%E5%AD%B8/4.jpg?raw=true,,,
